사용자,사용일시,사용금액,사용장소,주소,사용내역
의회운영위원장,2019-03-04,200000,바우네족발,서울 관악구 원신길 131,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-03-09,430000,작은따옴표,서울 관악구 신원로 5-1,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-03-16,181000,다리목,서울 관악구 신림로58가길 7,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-03-20,225000,일송정,서울 광진구 아차산로49길 21,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-03-27,40000,멕시카나,서울 관악구 난곡로 184,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-03-28,110000,우리집한식부페,서울 관악구 신림로 270,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-03-31,127000,장터순대국,서울 관악구 관천로 29,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-03-01,27000,풍년집,서울 관악구 난곡로 232,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-03-01,19500,거목쟁반짜장,서울 관악구 난우길 45,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-03-02,43000,명품청기와감자탕,서울 관악구 난곡로 240,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-03-03,31000,전진식당,서울 금천구 금하로29길 13,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-03-05,14000,만리성,서울 관악구 난곡로57길 47,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-03-05,150000,안집,서울 관악구 관악로 128,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-03-06,21000,바다양푼이동태탕,서울 관악구 난우길 28,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-03-07,245000,풍년옥,서울 관악구 관악로15길 9,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-03-08,92000,등갈비연탄구이,서울 관악구 신림동 808,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-03-09,125000,바우네족발,서울 관악구 원신길 131,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-03-18,210000,명품횡성한우가,서울 관악구 봉천로 266,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-03-20,62000,제주은갈치,서울 관악구 관악로 139,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-03-22,38000,풍년집,서울 관악구 난곡로 232,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-03-22,11000,파리바게뜨,서울 영등포구 국회대로44길 10,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-03-28,298000,명인아구찜,서울 관악구 신림로26길 24-12,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-03-29,65000,옛골맛족발,서울 관악구 신림동길 8,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-03-04,215000,옥천골,서울 관악구 청룡7길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-03-05,56000,이금옥샤브샤브칼국수,서울 관악구 관악로 132,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-03-11,195000,옥천골,서울 관악구 청룡7길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-03-12,50000,우장군곱창,서울 관악구 봉천로 487,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-03-12,186000,목포부부아구찜,서울 관악구 남부순환로206길 5,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-03-13,245000,금수사,서울 관악구 남부순환로226길 12,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-03-13,75000,옥천골,서울 관악구 청룡7길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-03-14,60900,김가네,서울 관악구 관악로 152,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-03-15,200000,금수사,서울 관악구 남부순환로226길 12,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-03-18,170000,옥천골,서울 관악구 청룡7길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-03-19,200000,유창숯불갈비,서울 관악구 은천로23길 14,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-03-20,28000,원조정가네매운갈비찜,서울 관악구 남부순환로216길 8,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-03-01,16800,우아한형제들,서울 마포구 마포대로 217,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-03-08,92000,유진참치 서울대점,서울 관악구 관악로15길 6,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-03-11,127000,이금옥샤브샤브칼국수,서울 관악구 관악로 132,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-03-12,77000,만리장성,서울특별시 관악구 관악로 146,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-03-16,94500,만리장성,서울특별시 관악구 관악로 146,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-03-22,49000,옛골보리밥쭈꾸미,서울 관악구 신림로29길 3-30,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-03-24,40000,청호,서울 관악구 서림길 24,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-03-25,23000,콩심,서울 관악구 난곡로 227,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-03-31,296000,동해,서울 관악구 신림로 286,의정활동 및 상임위 관련 업무 간담회
의장,2019-04-03,171000,강촌민물매운탕2호점,서울 동작구 보라매로5길 15,의회사무국 직원 격려
의장,2019-04-04,200000,옥천골,서울 관악구 청룡7길 41,의정활동 및 의회운영 관련 업무유대경비
의장,2019-04-08,330000,시골집,서울 관악구 낙성대로 22-8,의정활동 및 의회운영 관련 업무유대경비
의장,2019-04-09,200000,감나무집,서울 관악구 관악로11길 20,의정활동 및 의회운영 관련 업무유대경비
의장,2019-04-11,220000,감나무집,서울 관악구 관악로11길 20,의정활동 및 의회운영 관련 업무유대경비
의장,2019-04-12,39000,명태어장,서울 관악구 남부순환로 1852,의정활동 및 의회운영 관련 업무유대경비
의장,2019-04-16,177000,제주은갈치,서울 관악구 관악로 139,의정활동 및 의회운영 관련 업무유대경비
의장,2019-04-19,368000,강강술래,서울 관악구 남부순환로 1660,의회사무국 직원 격려
의장,2019-04-22,55000,제주은갈치,서울 관악구 관악로 139,의정활동 및 의회운영 관련 업무유대경비
의장,2019-04-23,68000,서울삼족탕,서울 관악구 남부순환로 1976,의정활동 및 의회운영 관련 업무유대경비
의장,2019-04-30,70000,명태어장,서울 관악구 남부순환로 1852,의정활동 및 의회운영 관련 업무유대경비
부의장,2019-04-01,105000,상도스시,서울 관악구 봉천로 299,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-02,132300,은성숯불갈비,서울 관악구 남부순환로 1711,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-03,41000,본죽,서울 관악구 관악로 144,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-04,103000,해물나라,서울 관악구 남부순환로 1674,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-05,209000,아리차이,서울 관악구 신림동길 4,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-06,78200,아웃백스테이크하우스,서울 관악구 남부순환로 1840,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-07,108000,강강술래,서울 관악구 남부순환로 1660,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-08,59000,풍천장어,서울 관악구 중앙2길 8,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-08,100000,은천식당,서울 관악구 봉천로 309,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-09,82000,상도스시,서울 관악구 봉천로 299,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-10,61000,당곡기사식당,서울 관악구 봉천로 301,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-11,17000,봉천동진순자김밥,서울 관악구 청룡1길 19,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-12,13000,신선설농탕,서울 관악구 관악로 163,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-14,158000,고창복의낙지세상,서울 관악구 남부순환로 1725,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-15,63400,빕스,서울 관악구 남부순환로 1712,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-16,18000,함흥냉면,서울 관악구 봉천로 586,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-18,182000,밋앤미트,서울 관악구 남부순환로 1888,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-20,53000,나주곰탕,서울 관악구 남부순환로 1727-8,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-22,40000,동해안횟집,서울 관악구 신림로67길 11,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-23,34000,다온죽카페,서울 관악구 관악로 246,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-26,63000,서도면옥,서울 관악구 봉천로 377,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-27,30000,당곡기사식당,서울 관악구 봉천로 301,의회운영 및 의정활동 관련 유대경비
부의장,2019-04-30,103000,미가할매집,서울 관악구 신림로 374,의회운영 및 의정활동 관련 유대경비
의회운영위원장,2019-04-03,90000,금비,서울 관악구 신림로 164,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-04-05,248000,달구리,서울 관악구 관천로 54,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-04-09,51000,북경반점,서울 관악구 남부순환로 1620,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-04-11,106000,할매보쌈,서울 관악구 신림로 351,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-04-12,44500,토토김밥,서울 관악구 남부순환로160길 7,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-04-15,101000,명품횡성한우가,서울 관악구 봉천로 266,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-04-16,41000,북경반점,서울 관악구 남부순환로 1620,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-04-18,68000,만리장성,서울특별시 관악구 관악로 146,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-04-18,100000,배바우,서울 관악구 신림로56길 7,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-04-19,75000,명품횡성한우가,서울 관악구 봉천로 266,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-04-19,77000,북경반점,서울 관악구 남부순환로 1620,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-04-21,280000,당진아구동태찜탕,서울 관악구 신림로 300,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-04-26,110000,솜씨,서울 용산구 이촌로65가길 78,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-04-30,120000,명품횡성한우가,서울 관악구 봉천로 266,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-04-02,200000,해물나라,서울 관악구 호암로 588,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-04-05,270000,고창복의낙지세상,서울 관악구 남부순환로 1725,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-04-07,145000,맛고을칼국수＆찰보리밥,서울 관악구 원신길 134,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-04-08,258500,한고을해물칼국수,서울 관악구 난곡로 100,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-04-12,60000,명품횡성한우가,서울 관악구 봉천로 266,의정활동 및 상임위 관련 업무 간담회
