검색어,캠페인,클릭수,비용,CPC,사용자,세션,이탈률,세션당 페이지수,문의하기 완료(유효성체크완료) (목표 5 전환율),문의하기 완료(유효성체크완료) (목표 5 완료 수)
헬로 네이쳐,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
헬로 택배,3_비주력 상품,1,277.00,277.00,0,0,0.00%,0.00,0.00%,0
헬로우 네이쳐,2_주력 상품,1,247.00,247.00,0,0,0.00%,0.00,0.00%,0
헬로우 네이쳐,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
현금 보관 방법,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
현금 보관 방법,2_주력 상품,1,286.00,286.00,0,0,0.00%,0.00,0.00%,0
현대 물류 종합 물류 시스템,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
현대 택배 브리즈번 가격,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
현대 택배 브리즈번 가격,3_비주력 상품,2,566.00,283.00,0,0,0.00%,0.00,0.00%,0
현장 물류 개선,③_기타,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
현장 입출고 관리,①_창고,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
협진 해운,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
협진 해운,3_비주력 상품,1,288.00,288.00,0,0,0.00%,0.00,0.00%,0
호주 선반 으로 물건 보내는 방법,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
홈 택배,②_택배,0,0.00,0.00,1,2,50.00%,2.00,0.00%,0
홈 택배,3_비주력 상품,2,600.00,300.00,1,2,50.00%,2.00,0.00%,0
홈 플러스 전자 제품,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
홈 플러스 전자 제품,2_주력 상품,1,190.00,190.00,0,0,0.00%,0.00,0.00%,0
홈쇼핑 반품 a,2_주력 상품,1,45.00,45.00,1,1,100.00%,1.00,0.00%,0
홍 고네 아마존,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
홍 고네 아마존,2_주력 상품,1,275.00,275.00,0,0,0.00%,0.00,0.00%,0
홍고추 냉동 보관,2_주력 상품,1,206.00,206.00,0,0,0.00%,0.00,0.00%,0
홍광 미니 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
홍광 미니 ev 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
홍광 미니 ev 직구,2_주력 상품,1,280.00,280.00,0,0,0.00%,0.00,0.00%,0
홍콩 구매 대행,2_주력 상품,1,252.00,252.00,0,0,0.00%,0.00,0.00%,0
화물 기차,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
화물 기차,2_주력 상품,3,800.00,266.67,0,0,0.00%,0.00,0.00%,0
화물 운송 업체,2_주력 상품,2,122.00,61.00,0,0,0.00%,0.00,0.00%,0
화물 운송장,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
화물 운송장,2_주력 상품,1,296.00,296.00,0,0,0.00%,0.00,0.00%,0
화물 주선 스타트 업,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
화분 도매,②_드랍쉬핑,0,0.00,0.00,5,5,80.00%,1.20,0.00%,0
화분 도매,2_주력 상품,6,1270.00,211.67,0,0,0.00%,0.00,0.00%,0
화분 도매 시장,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
화분 도매 시장,2_주력 상품,1,225.00,225.00,0,0,0.00%,0.00,0.00%,0
화성 4pl,③_3PL/4PL,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
화성시 식품 장고 임대,①_창고,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
화장품 3pl,③_3PL/4PL,0,0.00,0.00,1,1,0.00%,5.00,0.00%,0
화장품 도매 유통,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
화장품 도매 유통,2_주력 상품,1,271.00,271.00,0,0,0.00%,0.00,0.00%,0
화장품 무역 회사,2_주력 상품,2,352.00,176.00,0,0,0.00%,0.00,0.00%,0
화장품 물류 센터,①_창고,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
화장품 물류 센터,3_비주력 상품,1,291.00,291.00,0,0,0.00%,0.00,0.00%,0
화장품 택배 박스,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
화주 영업,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
화훈 공장 탁배,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
황길중 동아 물류,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
황인욱 포장 마차,2_주력 상품,1,296.00,296.00,0,0,0.00%,0.00,0.00%,0
회 택배,3_비주력 상품,1,280.00,280.00,0,0,0.00%,0.00,0.00%,0
효율적인 택배 시스템,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
후다닥 공동 구매,3_비주력 상품,1,285.00,285.00,0,0,0.00%,0.00,0.00%,0
휘슬러 직구,②_드랍쉬핑,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
휘슬러 직구,2_주력 상품,2,453.00,226.50,0,0,0.00%,0.00,0.00%,0
휴 매드 시화 mtv 물류 센타,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
휴대용 스티로폼 박스,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
흙 보관,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
흙 보관,2_주력 상품,1,245.00,245.00,0,0,0.00%,0.00,0.00%,0
희망 물류,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
희망 물류,2_주력 상품,1,199.00,199.00,0,0,0.00%,0.00,0.00%,0
힐 소터,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
a 급 저온 물류 센터,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
a 마켓 컬리,2_주력 상품,1,246.00,246.00,0,0,0.00%,0.00,0.00%,0
a 마켓 컬리,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
actcore,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
actcore,3_비주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
agv 제어 시스템,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
ai 풀필 먼트 콜로세움,①_풀필먼트,0,0.00,0.00,1,1,0.00%,15.00,0.00%,0
ai scm company,③_기타,0,0.00,0.00,1,2,50.00%,3.00,0.00%,0
aliexpress 배송 조회,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
aliexpress 배송 조회,2_주력 상품,1,248.00,248.00,0,0,0.00%,0.00,0.00%,0
aliexpress 배송 조회,②_택배,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
aliexpress 배송 조회,3_비주력 상품,1,500.00,500.00,0,0,0.00%,0.00,0.00%,0
aliexpress 사용법,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
aliexpress 사용법,2_주력 상품,1,251.00,251.00,0,0,0.00%,0.00,0.00%,0
aliexpress standard shipping 배송 조회,3_비주력 상품,1,499.00,499.00,0,0,0.00%,0.00,0.00%,0
alpha wms,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
amazon 한국,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
amazon 한국,2_주력 상품,1,224.00,224.00,0,0,0.00%,0.00,0.00%,0
amazon korea,②_드랍쉬핑,0,0.00,0.00,5,5,100.00%,1.00,0.00%,0
amazon korea,2_주력 상품,5,1157.00,231.40,0,0,0.00%,0.00,0.00%,0
amazon kr,②_드랍쉬핑,0,0.00,0.00,5,5,80.00%,1.40,0.00%,0
amazon kr,2_주력 상품,5,1229.00,245.80,0,0,0.00%,0.00,0.00%,0
art storage,①_풀필먼트,0,0.00,0.00,1,2,100.00%,1.00,0.00%,0
art storage,2_주력 상품,2,189.00,94.50,0,0,0.00%,0.00,0.00%,0
b2b 기업 물류,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
b2b 도매 사이트,2_주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
b2b 도매 폐쇄 몰,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
b2b 도매 폐쇄 몰,2_주력 상품,1,242.00,242.00,0,0,0.00%,0.00,0.00%,0
b2c 일본 배송 업체,③_3PL/4PL,0,0.00,0.00,1,1,0.00%,12.00,0.00%,0
backup storage cloud,2_주력 상품,1,237.00,237.00,1,1,100.00%,1.00,0.00%,0
best cloud storage for movies,2_주력 상품,1,271.00,271.00,1,1,100.00%,1.00,0.00%,0
best online cloud storage,2_주력 상품,1,261.00,261.00,1,1,0.00%,3.00,0.00%,0
bgf 3pl,③_3PL/4PL,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
ble 통신 물류,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
bpa 항만 물류 자원 o2o 통합 관리 시스템 개발 착수,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
brand 도매 창고,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
brc 물류 자동화,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
busan container storage depot,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
cd 포장,2_주력 상품,1,46.00,46.00,1,1,0.00%,3.00,0.00%,0
china storage,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
china storage,2_주력 상품,1,196.00,196.00,0,0,0.00%,0.00,0.00%,0
cj 다담 물류,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
cj 대한 물류,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
cj 대한 통운,①_창고,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
cj 대한 통운,①_풀필먼트,0,0.00,0.00,9,9,66.67%,1.78,0.00%,0
cj 대한 통운,2_주력 상품,10,2675.00,267.50,0,0,0.00%,0.00,0.00%,0
cj 대한 통운,②_택배,0,0.00,0.00,11,13,84.62%,1.23,0.00%,0
cj 대한 통운,3_비주력 상품,19,6654.00,350.21,1,1,0.00%,2.00,0.00%,0
cj 대한 통운 3pl,2_주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
cj 대한 통운 3pl,③_3PL/4PL,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
cj 대한 통운 물류 대행 후기,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
cj 대한 통운 물류 프로세스,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
cj 대한 통운 송장 조회,3_비주력 상품,1,499.00,499.00,0,0,0.00%,0.00,0.00%,0
cj 대한 통운 이송 자동화,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
cj 대한 통운 택배,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
cj 대한 통운 택배,3_비주력 상품,2,708.00,354.00,0,0,0.00%,0.00,0.00%,0
cj 대한 통운 풀필 먼트,①_창고,0,0.00,0.00,1,1,0.00%,10.00,0.00%,0
cj 대한 통운 풀필 먼트,3_비주력 상품,2,478.00,239.00,0,0,0.00%,0.00,0.00%,0
cj 대한 통운 해외 배송 조회,3_비주력 상품,1,500.00,500.00,0,0,0.00%,0.00,0.00%,0
cj 대한 통운 회수,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
cj 대한 통운 tracking,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
cj 대한 통운 tracking,3_비주력 상품,1,496.00,496.00,0,0,0.00%,0.00,0.00%,0
cj 물류 센터 알바,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
cj 물류 센터 알바,3_비주력 상품,1,281.00,281.00,0,0,0.00%,0.00,0.00%,0
cj 물류 이송 가격 해외,②_택배,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
cj 방문 택배,3_비주력 상품,1,293.00,293.00,0,0,0.00%,0.00,0.00%,0
cj 택배,3_비주력 상품,3,988.00,329.33,0,0,0.00%,0.00,0.00%,0
cj 택배 배송 확인,②_택배,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
cj 택배 배송 확인,3_비주력 상품,2,476.00,238.00,0,0,0.00%,0.00,0.00%,0
cj 풀필 먼트 견적,③_3PL/4PL,0,0.00,0.00,1,1,0.00%,5.00,0.00%,0
cj tracking,2_주력 상품,1,128.00,128.00,0,0,0.00%,0.00,0.00%,0
closed loop scm,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
closed loop scm,3_비주력 상품,1,281.00,281.00,0,0,0.00%,0.00,0.00%,0
cloud based storage,2_주력 상품,1,278.00,278.00,1,1,100.00%,1.00,0.00%,0
cloud stoage,2_주력 상품,1,278.00,278.00,0,0,0.00%,0.00,0.00%,0
cloud storage ftp,2_주력 상품,1,278.00,278.00,1,1,100.00%,1.00,0.00%,0
cloud storage pictures,①_풀필먼트,0,0.00,0.00,4,4,100.00%,1.00,0.00%,0
cloud storage pictures,2_주력 상품,4,765.00,191.25,0,0,0.00%,0.00,0.00%,0
cobi logistics,2_주력 상품,1,278.00,278.00,0,0,0.00%,0.00,0.00%,0
colosseum corporation,①_브랜드 키워드,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
connus micro fulfilment,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
ctl 통관,②_드랍쉬핑,0,0.00,0.00,1,2,50.00%,1.50,0.00%,0
cu 물류 검수,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
cupang ma 해외 베송 banaune tarika,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
cytocare 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
das 물류,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
das 물류,3_비주력 상품,1,299.00,299.00,0,0,0.00%,0.00,0.00%,0
data storage,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
data storage,2_주력 상품,1,109.00,109.00,0,0,0.00%,0.00,0.00%,0
decentralized storage,①_풀필먼트,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
decentralized storage,2_주력 상품,2,309.00,154.50,0,0,0.00%,0.00,0.00%,0
demand fulfillment,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
demand fulfillment,2_주력 상품,1,290.00,290.00,0,0,0.00%,0.00,0.00%,0
dhl 배송,3_비주력 상품,1,296.00,296.00,0,0,0.00%,0.00,0.00%,0
dhl 배송 속도,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
dhl 배송 속도,3_비주력 상품,1,463.00,463.00,0,0,0.00%,0.00,0.00%,0
dhl 택배,②_택배,0,0.00,0.00,1,2,100.00%,1.00,0.00%,0
dhl 택배,3_비주력 상품,2,566.00,283.00,0,0,0.00%,0.00,0.00%,0
dhl korea,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
dhl korea,2_주력 상품,1,252.00,252.00,0,0,0.00%,0.00,0.00%,0
dm,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
dm,2_주력 상품,1,80.00,80.00,0,0,0.00%,0.00,0.00%,0
dm 글러벌,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
dm 발송,2_주력 상품,2,79.00,39.50,2,2,50.00%,2.00,0.00%,0
dm 발송 업체,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
dm 발송 업체,2_주력 상품,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
dm 읽음 확인 방법 pdf,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
dm 전략 노트,2_주력 상품,1,256.00,256.00,0,0,0.00%,0.00,0.00%,0
door storage,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
door storage,2_주력 상품,1,224.00,224.00,0,0,0.00%,0.00,0.00%,0
download from enterprise file storage,①_풀필먼트,0,0.00,0.00,4,4,100.00%,1.00,0.00%,0
download from enterprise file storage,2_주력 상품,5,1298.00,259.60,0,0,0.00%,0.00,0.00%,0
download from secure cloud file storage,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
download from secure cloud file storage,2_주력 상품,1,225.00,225.00,0,0,0.00%,0.00,0.00%,0
drogeriemarkt,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
drogeriemarkt,2_주력 상품,1,182.00,182.00,0,0,0.00%,0.00,0.00%,0
dropshipping 뜻,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
dropshipping 뜻,2_주력 상품,1,268.00,268.00,0,0,0.00%,0.00,0.00%,0
dtp 물류,①_풀필먼트,0,0.00,0.00,2,3,0.00%,5.00,0.00%,0
easy storage,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
easy storage,2_주력 상품,1,169.00,169.00,0,0,0.00%,0.00,0.00%,0
edi logistics software,①_풀필먼트,0,0.00,0.00,1,1,0.00%,4.00,0.00%,0
edi logistics software,2_주력 상품,1,256.00,256.00,0,0,0.00%,0.00,0.00%,0
ems 센터,3_비주력 상품,1,287.00,287.00,0,0,0.00%,0.00,0.00%,0
ems 우체국,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
ems 우체국,3_비주력 상품,1,247.00,247.00,0,0,0.00%,0.00,0.00%,0
ems 조회,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
ems 조회,2_주력 상품,1,274.00,274.00,0,0,0.00%,0.00,0.00%,0
ems 조회,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
ems 조회,3_비주력 상품,1,298.00,298.00,0,0,0.00%,0.00,0.00%,0
epost kr,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
epost kr,3_비주력 상품,1,295.00,295.00,0,0,0.00%,0.00,0.00%,0
esr 켄달 스퀘어 리츠 전망,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
esr 켄달 스퀘어 리츠 전망,2_주력 상품,1,247.00,247.00,0,0,0.00%,0.00,0.00%,0
fba 배송,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
fba 배송,2_주력 상품,1,239.00,239.00,0,0,0.00%,0.00,0.00%,0
flexicon oem,③_기타,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
free cloud file storage,①_풀필먼트,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
free cloud file storage,2_주력 상품,2,434.00,217.00,0,0,0.00%,0.00,0.00%,0
freight forwarder,2_주력 상품,1,41.00,41.00,0,0,0.00%,0.00,0.00%,0
fulfill center,①_풀필먼트,0,0.00,0.00,8,8,100.00%,1.00,0.00%,0
fulfill center,2_주력 상품,9,1258.00,139.78,0,0,0.00%,0.00,0.00%,0
fulfillment center korea,①_풀필먼트,0,0.00,0.00,1,2,0.00%,3.50,0.00%,0
fulfillment compeny korea,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
fulfillment costs,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
fulfillment costs,2_주력 상품,1,294.00,294.00,0,0,0.00%,0.00,0.00%,0
fulfillment system,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
fulfillment system,2_주력 상품,1,294.00,294.00,0,0,0.00%,0.00,0.00%,0
fulfillment wms,①_풀필먼트,0,0.00,0.00,2,4,75.00%,1.25,0.00%,0
fulfillment wms,2_주력 상품,1,268.00,268.00,0,0,0.00%,0.00,0.00%,0
g 마켓 아마존,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
google cloud storage space,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
google cloud storage space,2_주력 상품,1,169.00,169.00,0,0,0.00%,0.00,0.00%,0
gs 물류 센터,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
gs 물류 센터,3_비주력 상품,1,288.00,288.00,0,0,0.00%,0.00,0.00%,0
gs 택배 조회,3_비주력 상품,1,299.00,299.00,1,1,100.00%,1.00,0.00%,0
gs25 물류 검수,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
gs25 물류 검수,3_비주력 상품,1,270.00,270.00,0,0,0.00%,0.00,0.00%,0
gs25 택배 포스 기,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
gs25 택배 포스 기,3_비주력 상품,1,291.00,291.00,0,0,0.00%,0.00,0.00%,0
gs441524 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
gs441524 직구,2_주력 상품,1,271.00,271.00,0,0,0.00%,0.00,0.00%,0
gspostbox,3_비주력 상품,1,460.00,460.00,0,0,0.00%,0.00,0.00%,0
gt 종합 물류,①_풀필먼트,0,0.00,0.00,1,1,0.00%,6.00,0.00%,0
gt 종합 물류,2_주력 상품,1,253.00,253.00,0,0,0.00%,0.00,0.00%,0
high performance object storage,2_주력 상품,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
hmm 현대 상선,2_주력 상품,1,167.00,167.00,1,1,100.00%,1.00,0.00%,0
how much does cloud storage cost,2_주력 상품,1,278.00,278.00,1,1,0.00%,3.00,0.00%,0
http etrans2 klnet co kr,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
https a bly com app goods 3015318,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
https fulfillment phoneclaim co kr sid 1ec250f046e5070085ae817ebc014119,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
https track shiptrack co kr cjkorex 389604388791,②_택배,0,0.00,0.00,2,2,50.00%,1.50,0.00%,0
https track shiptrack co kr cjkorex 550670909691,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
i bin system wuerth 산업 자재 조달 방식 logistic it,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
i3pl,2_주력 상품,1,14.00,14.00,0,0,0.00%,0.00,0.00%,0
i3pl,③_3PL/4PL,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
icloud storage full,2_주력 상품,2,501.00,250.50,0,0,0.00%,0.00,0.00%,0
ilogen 통합 물류 정보 시스템,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
ilogen 통합 물류 정보 시스템,2_주력 상품,2,538.00,269.00,0,0,0.00%,0.00,0.00%,0
ins_id batch 택배,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
interroll fulfillment,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
ior 수입자,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
it 물류 스타트 업,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
it 물류 자동화 시스템,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
it 이용한 물류 스타트 업,①_풀필먼트,0,0.00,0.00,1,1,0.00%,8.00,0.00%,0
it 제품 회수 물류,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
j20 dm,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
j20 dm,2_주력 상품,1,284.00,284.00,0,0,0.00%,0.00,0.00%,0
jsk 무역,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
k 물류 혁명 2 부,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
kerasys 한국 국제 배송,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
kfic 수출 솔루션,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
kh logis,①_풀필먼트,0,0.00,0.00,1,2,100.00%,1.00,0.00%,0
kids room storage,①_풀필먼트,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
kids room storage,2_주력 상품,2,329.00,164.50,0,0,0.00%,0.00,0.00%,0
kpp 풀필 먼트,③_3PL/4PL,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
la 배 대지,②_택배,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
la 배 대지,3_비주력 상품,1,297.00,297.00,0,0,0.00%,0.00,0.00%,0
laptop storage,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
laptop storage,2_주력 상품,1,157.00,157.00,0,0,0.00%,0.00,0.00%,0
lg 화학 물류,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
lg 화학 물류,2_주력 상품,1,191.00,191.00,0,0,0.00%,0.00,0.00%,0
ljr 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
ljr 직구,2_주력 상품,1,296.00,296.00,0,0,0.00%,0.00,0.00%,0
logistic service center,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
logistic service center,2_주력 상품,1,75.00,75.00,0,0,0.00%,0.00,0.00%,0
logistica,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
logistica,2_주력 상품,1,131.00,131.00,0,0,0.00%,0.00,0.00%,0
logistics,①_풀필먼트,0,0.00,0.00,1,4,75.00%,1.25,0.00%,0
logistics,2_주력 상품,6,292.00,48.67,0,0,0.00%,0.00,0.00%,0
logistics information system pdf,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
logistics information system pdf,2_주력 상품,1,243.00,243.00,0,0,0.00%,0.00,0.00%,0
logistics tms,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
logistics tms,2_주력 상품,1,240.00,240.00,0,0,0.00%,0.00,0.00%,0
logistics warehouse korea,①_풀필먼트,0,0.00,0.00,1,1,0.00%,4.00,0.00%,0
lotte 택배,②_택배,0,0.00,0.00,2,3,66.67%,1.33,0.00%,0
lotte 택배,3_비주력 상품,3,896.00,298.67,0,0,0.00%,0.00,0.00%,0
lotte global logistics,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
lotte global logistics,2_주력 상품,1,234.00,234.00,0,0,0.00%,0.00,0.00%,0
lotte logistics korea tracking,①_풀필먼트,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
lotte logistics korea tracking,2_주력 상품,2,478.00,239.00,0,0,0.00%,0.00,0.00%,0
lx 판 토스,2_주력 상품,1,251.00,251.00,0,0,0.00%,0.00,0.00%,0
market kurly korea,2_주력 상품,1,117.00,117.00,0,0,0.00%,0.00,0.00%,0
mes,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
mes,2_주력 상품,1,277.00,277.00,0,0,0.00%,0.00,0.00%,0
modular storage furniture,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
modular storage furniture,2_주력 상품,1,276.00,276.00,0,0,0.00%,0.00,0.00%,0
nas storage,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
nas storage,2_주력 상품,2,408.00,204.00,0,0,0.00%,0.00,0.00%,0
nba 카드 박스 직구 방법,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
