검색어,캠페인,클릭수,비용,CPC,사용자,세션,이탈률,세션당 페이지수,문의하기 완료(유효성체크완료) (목표 5 전환율),문의하기 완료(유효성체크완료) (목표 5 완료 수)
공공 배송 광고,3_비주력 상품,1,278.00,278.00,0,0,0.00%,0.00,0.00%,0
공도 밀 키트,④_냉장냉동,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
공동 택배,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
공업 포장 대행 업체,③_3PL/4PL,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
공유 창고,①_창고,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
공유 창고,3_비주력 상품,1,286.00,286.00,0,0,0.00%,0.00,0.00%,0
공유 창고 수익,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
공장 임대 최대 50 병,①_창고,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
공정 무역,2_주력 상품,1,238.00,238.00,0,0,0.00%,0.00,0.00%,0
공정 무역 제품,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
공정 무역 제품,2_주력 상품,1,258.00,258.00,0,0,0.00%,0.00,0.00%,0
공정 물류 자동화,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
공항 으로 짐 부치기,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
과제 1 1 스마트 항만,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
관리기 보관 방법,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
관세 를,①_풀필먼트,0,0.00,0.00,3,3,100.00%,1.00,0.00%,0
관세 를,2_주력 상품,7,1855.00,265.00,7,7,42.86%,2.14,0.00%,0
관절 인형 해외 배송,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
광 군제 알리 익스프레스,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
광 군제 알리 익스프레스,2_주력 상품,1,209.00,209.00,0,0,0.00%,0.00,0.00%,0
광저우 도매 시장,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
광저우 도매 시장,2_주력 상품,2,565.00,282.50,0,0,0.00%,0.00,0.00%,0
광저우 도매 시장,3_비주력 상품,1,285.00,285.00,0,0,0.00%,0.00,0.00%,0
광저우 배 대지,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
광저우 배 대지,2_주력 상품,1,260.00,260.00,0,0,0.00%,0.00,0.00%,0
광주 광역시 광산구 본덕동 창고 형 사무실,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
광주 포장 이사 이사 마스터,①_풀필먼트,0,0.00,0.00,6,6,100.00%,1.00,0.00%,0
광주 포장 이사 이사 마스터,2_주력 상품,3,668.00,222.67,0,0,0.00%,0.00,0.00%,0
광주 포장 이사 이사 스토리,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
광주 포장 이사 이사 스토리,2_주력 상품,1,227.00,227.00,0,0,0.00%,0.00,0.00%,0
광진 a,3_비주력 상품,1,148.00,148.00,0,0,0.00%,0.00,0.00%,0
교보 문고 물류 센터 알바,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
교보 문고 물류 센터 알바,2_주력 상품,1,262.00,262.00,0,0,0.00%,0.00,0.00%,0
구대 구매 대행 고수,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
구례 한진 택배,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
구례 한진 택배,3_비주력 상품,3,663.00,221.00,0,0,0.00%,0.00,0.00%,0
구리 경기 콘테이너 창고 임대,①_창고,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
구매 대항 프로그램 배 대지 연동,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
구매 대행,2_주력 상품,1,263.00,263.00,0,0,0.00%,0.00,0.00%,0
구매 대행 과 도소매 의 차이점,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
구매 대행 대량 등 롯,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
구매 대행 대량 등록,2_주력 상품,1,263.00,263.00,0,0,0.00%,0.00,0.00%,0
구매 대행 망고,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
구매 대행 반자동 프로그램,2_주력 상품,1,287.00,287.00,0,0,0.00%,0.00,0.00%,0
구매 대행 수동,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
구매 대행 유 트버,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
구매 대행 재고,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
구매 대행 지재권 목록,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
구매 자재 관리,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
구매 자재 관리,2_주력 상품,1,286.00,286.00,0,0,0.00%,0.00,0.00%,0
구미 냉동,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
구제 도매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
구제 도매,2_주력 상품,1,223.00,223.00,0,0,0.00%,0.00,0.00%,0
국내 3 자 물류 운영 회사,③_3PL/4PL,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
국내 3pl 기업 순위,2_주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
국내 3pl 기업 순위,③_3PL/4PL,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
국내 3pl 시장 규모,2_주력 상품,1,243.00,243.00,0,0,0.00%,0.00,0.00%,0
국내 3pl 시장 규모,③_3PL/4PL,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
국내 3pl 업체,①_창고,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
국내 3pl 업체,3_비주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
국내 3pl 업체 순위,①_창고,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
국내 3pl 업체 순위,2_주력 상품,1,262.00,262.00,0,0,0.00%,0.00,0.00%,0
국내 3pl 업체 순위,③_3PL/4PL,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
국내 3pl 업체 순위,3_비주력 상품,1,297.00,297.00,0,0,0.00%,0.00,0.00%,0
국내 물류 회사 순위 2020,2_주력 상품,1,262.00,262.00,0,0,0.00%,0.00,0.00%,0
국내 물류 회사 순위 2020,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
국내 물류 회사 순위 2020,③_3PL/4PL,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
국내 물류 회사 순위 2020,3_비주력 상품,1,485.00,485.00,0,0,0.00%,0.00,0.00%,0
국내 물류비,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
국내 배송 대행,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
국내 배송 대행,2_주력 상품,1,296.00,296.00,0,0,0.00%,0.00,0.00%,0
국제 우편 물류 센터,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
국제 우편 물류 센터,2_주력 상품,1,266.00,266.00,0,0,0.00%,0.00,0.00%,0
국제 우편 봉투,3_비주력 상품,1,64.00,64.00,1,1,100.00%,1.00,0.00%,0
국제 택배,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
국제 택배,3_비주력 상품,1,49.00,49.00,0,0,0.00%,0.00,0.00%,0
국제 택배 금지 품목,3_비주력 상품,1,299.00,299.00,0,0,0.00%,0.00,0.00%,0
국제 특송,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
국제 특송,3_비주력 상품,1,278.00,278.00,0,0,0.00%,0.00,0.00%,0
군대식 밀 키트,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
군인 소포,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
군인 소포,3_비주력 상품,1,75.00,75.00,0,0,0.00%,0.00,0.00%,0
군자란 해외 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
군포 3pl 물류 창고,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
굳은 실리콘,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
굳은 실리콘,2_주력 상품,1,246.00,246.00,0,0,0.00%,0.00,0.00%,0
굴 냉동 보관법,2_주력 상품,1,203.00,203.00,0,0,0.00%,0.00,0.00%,0
굴 냉동 보관법,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
굿 스플 로,2_주력 상품,1,234.00,234.00,1,1,0.00%,4.00,0.00%,0
굿즈,2_주력 상품,2,123.00,61.50,0,0,0.00%,0.00,0.00%,0
귤 관리,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
귤 보관 방법,①_풀필먼트,0,0.00,0.00,4,4,100.00%,1.00,0.00%,0
귤 보관 방법,2_주력 상품,7,1835.00,262.14,0,0,0.00%,0.00,0.00%,0
귤 보관법,2_주력 상품,1,189.00,189.00,0,0,0.00%,0.00,0.00%,0
그릇 도매 b2b,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
그릇 도매 b2b,2_주력 상품,1,292.00,292.00,0,0,0.00%,0.00,0.00%,0
그린벨트 내 동식물 창고 매수 해도 되나요,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
그립 톡 도매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
그립 톡 도매,2_주력 상품,1,253.00,253.00,0,0,0.00%,0.00,0.00%,0
극동 글로비스,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
극동 글로비스,2_주력 상품,1,268.00,268.00,0,0,0.00%,0.00,0.00%,0
글로벌 공급 사슬,2_주력 상품,1,255.00,255.00,0,0,0.00%,0.00,0.00%,0
글로벌 로지스,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
글로벌 로지스,2_주력 상품,2,538.00,269.00,0,0,0.00%,0.00,0.00%,0
글로벌 물류 시장 전망,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
글로벌 물류 플랫폼,①_창고,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
글로벌 쇼핑몰 배송비,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
글로벌 텍스트 택배 서비스,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
글로비스 콜드 체인,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
급속 냉동고 가격,2_주력 상품,1,235.00,235.00,0,0,0.00%,0.00,0.00%,0
급속 냉동고 가격,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
기성 택배 박스,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
기업 물류,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
기업 물류,2_주력 상품,1,208.00,208.00,0,0,0.00%,0.00,0.00%,0
기업 우편물 관리,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
김 머신 구매 대행,2_주력 상품,1,261.00,261.00,0,0,0.00%,0.00,0.00%,0
김밥 보관 방법,2_주력 상품,1,176.00,176.00,0,0,0.00%,0.00,0.00%,0
김밥 보관 방법,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
김승주 물류 컨설팅,①_창고,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
김장 택배 포장,②_택배,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
김장생 새우 보관법,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
김장생 새우 보관법,2_주력 상품,1,269.00,269.00,0,0,0.00%,0.00,0.00%,0
김치 냉장고 겸 냉동고 겸용,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
김치 냉장고 냉동,2_주력 상품,3,590.00,196.67,0,0,0.00%,0.00,0.00%,0
김치 냉장고 냉동,④_냉장냉동,0,0.00,0.00,2,2,50.00%,1.50,0.00%,0
김치 냉장고 냉동 기능,2_주력 상품,2,416.00,208.00,0,0,0.00%,0.00,0.00%,0
김치 냉장고 냉동 기능,④_냉장냉동,0,0.00,0.00,1,2,100.00%,1.00,0.00%,0
김치 냉장고 육류 보관 온도,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
김치 도매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
김치 도매,2_주력 상품,1,216.00,216.00,0,0,0.00%,0.00,0.00%,0
김치 택배 보내기,②_택배,0,0.00,0.00,2,2,50.00%,1.50,0.00%,0
김치 택배 보내기,3_비주력 상품,2,590.00,295.00,0,0,0.00%,0.00,0.00%,0
김치 택배 포장,②_택배,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
김치 택배 포장,3_비주력 상품,3,862.00,287.33,0,0,0.00%,0.00,0.00%,0
김치 해외 배송,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
김치 해외 배송,3_비주력 상품,1,273.00,273.00,0,0,0.00%,0.00,0.00%,0
김포 3pl,①_창고,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
김포 공장 임대,①_창고,0,0.00,0.00,1,2,100.00%,1.00,0.00%,0
김포 공장 임대,3_비주력 상품,2,797.00,398.50,0,0,0.00%,0.00,0.00%,0
김포 창고 매매,2_주력 상품,1,284.00,284.00,0,0,0.00%,0.00,0.00%,0
김포 창고 매매,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
김포 판넬 공장,①_창고,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
김해 대한 통운,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
김해 지입차,①_풀필먼트,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
김해 지입차,2_주력 상품,2,84.00,42.00,0,0,0.00%,0.00,0.00%,0
김해 쿠팡 물류 센터,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
김해 쿠팡 물류 센터,2_주력 상품,1,225.00,225.00,0,0,0.00%,0.00,0.00%,0
꼬막 보관 방법,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
꼬막 보관 방법,2_주력 상품,2,556.00,278.00,0,0,0.00%,0.00,0.00%,0
꼼떼 해외 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
낄낄 상회 해외 배송,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
나노 풀필 먼트,③_3PL/4PL,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
나이키 도매 사이트,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
나이키 도매 사이트,2_주력 상품,2,516.00,258.00,0,0,0.00%,0.00,0.00%,0
나이키 물류 센터,2_주력 상품,1,286.00,286.00,0,0,0.00%,0.00,0.00%,0
나이키 스우시 해외 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
나이키 온라인 물류 센터,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
낚시 물류 창고,①_창고,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
낚시 물류 창고,2_주력 상품,1,298.00,298.00,0,0,0.00%,0.00,0.00%,0
낚시 물류 창고,③_3PL/4PL,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
낚시 물류 창고,3_비주력 상품,2,600.00,300.00,0,0,0.00%,0.00,0.00%,0
낚시 용품 알리,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
낚시 창고,3_비주력 상품,1,216.00,216.00,0,0,0.00%,0.00,0.00%,0
낚시대 도매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
낚시대 도매,2_주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
난 소프트,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
난 소프트,2_주력 상품,1,220.00,220.00,0,0,0.00%,0.00,0.00%,0
날개 박스,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
날개 박스,3_비주력 상품,1,282.00,282.00,0,0,0.00%,0.00,0.00%,0
남대문 브라우스 맞춤 매장,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
남대문 수입 소재 브라우스 맞춤 매장,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
남동구 택배 대행 업체,③_3PL/4PL,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
남양주 공장,①_창고,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
남양주 공장,3_비주력 상품,1,284.00,284.00,0,0,0.00%,0.00,0.00%,0
남양주 부분 임대 창고,④_냉장냉동,0,0.00,0.00,1,2,50.00%,4.00,0.00%,0
남양주 소형 창고,①_창고,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
남양주 인근 물류 창고,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
남양주 창고 경매 물건,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
남양주 편의점 물류 센터,②_택배,0,0.00,0.00,1,3,33.33%,1.67,0.00%,0
납품 수량 관리,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
내동 식품 3pl,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
내동 창고,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉 3pl,①_창고,0,0.00,0.00,1,1,0.00%,4.00,0.00%,0
냉동,2_주력 상품,7,1831.00,261.57,1,1,100.00%,1.00,0.00%,0
냉동,④_냉장냉동,0,0.00,0.00,6,6,83.33%,1.67,0.00%,0
냉동 가공 식품,2_주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
냉동 가공 식품,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 기기 시장,③_기타,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
냉동 냉장,2_주력 상품,1,191.00,191.00,0,0,0.00%,0.00,0.00%,0
냉동 냉장,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 냉장 국제 택배,④_냉장냉동,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
냉동 냉장 상온 4pl,④_냉장냉동,0,0.00,0.00,1,2,50.00%,1.50,0.00%,0
냉동 냉장 시설 관리,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 냉장 업,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 냉장 창고,2_주력 상품,2,431.00,215.50,0,0,0.00%,0.00,0.00%,0
냉동 냉장 창고,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 냉장 창고 설계,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 냉장 포장 대행 업체,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 냉장 포장 대행 업체,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 냉장 filetype pdf,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 냉장고,2_주력 상품,2,460.00,230.00,0,0,0.00%,0.00,0.00%,0
냉동 냉장고,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 대구,2_주력 상품,4,1329.00,332.25,0,0,0.00%,0.00,0.00%,0
냉동 대구,④_냉장냉동,0,0.00,0.00,1,3,0.00%,2.67,0.00%,0
냉동 대구 업체,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 물류,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
냉동 물류,2_주력 상품,2,572.00,286.00,0,0,0.00%,0.00,0.00%,0
냉동 물류 업체,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 물류 전망,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 물품 배송,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 밀 키트,2_주력 상품,3,726.00,242.00,0,0,0.00%,0.00,0.00%,0
냉동 밀 키트,④_냉장냉동,0,0.00,0.00,3,3,100.00%,1.00,0.00%,0
냉동 밥,2_주력 상품,1,270.00,270.00,0,0,0.00%,0.00,0.00%,0
냉동 밥,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 보관 식품 냉장 보관,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 부속,2_주력 상품,1,158.00,158.00,0,0,0.00%,0.00,0.00%,0
냉동 부속,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 부품,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 부품,3_비주력 상품,1,291.00,291.00,0,0,0.00%,0.00,0.00%,0
냉동 상자,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 생선 파는 곳,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 소고기,2_주력 상품,1,198.00,198.00,0,0,0.00%,0.00,0.00%,0
냉동 소고기,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 쇼케이스,2_주력 상품,2,445.00,222.50,0,0,0.00%,0.00,0.00%,0
냉동 쇼케이스,④_냉장냉동,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
냉동 쇼케이스 가격,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 수산물,2_주력 상품,1,283.00,283.00,0,0,0.00%,0.00,0.00%,0
냉동 수산물,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 수산물 유통업,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 수출,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 식품,2_주력 상품,2,538.00,269.00,0,0,0.00%,0.00,0.00%,0
냉동 식품,④_냉장냉동,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
냉동 식품 도매,2_주력 상품,1,259.00,259.00,0,0,0.00%,0.00,0.00%,0
냉동 식품 도매,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 식품 도매 위탁,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 식품 도매 위탁,④_냉장냉동,0,0.00,0.00,3,4,50.00%,1.75,0.00%,0
냉동 식품 물류,③_기타,0,0.00,0.00,1,1,0.00%,8.00,0.00%,0
냉동 식품 보관 박스,④_냉장냉동,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
냉동 식품 보관 창고,④_냉장냉동,0,0.00,0.00,1,1,0.00%,4.00,0.00%,0
냉동 식품 사업자 용,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 식품 에어 캡,③_기타,0,0.00,0.00,1,1,0.00%,5.00,0.00%,0
냉동 식품 위탁 판매,④_냉장냉동,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
냉동 식품 자판기,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 식품 해외 배송,2_주력 상품,2,504.00,252.00,0,0,0.00%,0.00,0.00%,0
냉동 식품 해외 배송,④_냉장냉동,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
냉동 식품 rfid,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 자판기,2_주력 상품,1,252.00,252.00,0,0,0.00%,0.00,0.00%,0
냉동 자판기,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 저장고,2_주력 상품,1,256.00,256.00,0,0,0.00%,0.00,0.00%,0
냉동 저장고,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 창고,2_주력 상품,6,1619.00,269.83,0,0,0.00%,0.00,0.00%,0
냉동 창고 가격,2_주력 상품,5,1200.00,240.00,2,2,100.00%,1.00,0.00%,0
냉동 창고 가격,④_냉장냉동,0,0.00,0.00,3,3,100.00%,1.00,0.00%,0
냉동 창고 단기 임대,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 창고 대여,2_주력 상품,1,275.00,275.00,0,0,0.00%,0.00,0.00%,0
냉동 창고 대여,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 창고 만들기,2_주력 상품,1,232.00,232.00,0,0,0.00%,0.00,0.00%,0
냉동 창고 만들기,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 창고 방한 장갑,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 창고 보관료,2_주력 상품,1,283.00,283.00,0,0,0.00%,0.00,0.00%,0
냉동 창고 사업,2_주력 상품,1,247.00,247.00,0,0,0.00%,0.00,0.00%,0
냉동 창고 사업,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 창고 성애,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 창고 시공,2_주력 상품,1,245.00,245.00,0,0,0.00%,0.00,0.00%,0
냉동 창고 시공,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 창고 실외기 바람막이,④_냉장냉동,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
냉동 창고 온도 기준,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 창고 임대,2_주력 상품,6,1533.00,255.50,0,0,0.00%,0.00,0.00%,0
냉동 창고 임대,④_냉장냉동,0,0.00,0.00,6,9,55.56%,2.00,0.00%,0
냉동 창고 임대 가격,2_주력 상품,1,275.00,275.00,1,1,100.00%,1.00,0.00%,0
냉동 창고 임시 대여,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 창고 제작,2_주력 상품,1,293.00,293.00,0,0,0.00%,0.00,0.00%,0
냉동 창고 제작,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 창고 중고,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 창고 판넬,2_주력 상품,1,264.00,264.00,0,0,0.00%,0.00,0.00%,0
냉동 창고 판넬,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 창고 현황,2_주력 상품,2,480.00,240.00,0,0,0.00%,0.00,0.00%,0
냉동 창고 현황,④_냉장냉동,0,0.00,0.00,1,2,100.00%,1.00,0.00%,0
냉동 창고업,④_냉장냉동,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
냉동 컨테이너,2_주력 상품,1,268.00,268.00,0,0,0.00%,0.00,0.00%,0
냉동 컨테이너,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
냉동 컨테이너 가격,2_주력 상품,1,263.00,263.00,0,0,0.00%,0.00,0.00%,0
냉동 컨테이너 까대기,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
